#事業者名	線名	駅1	駅2	駅間営業粨程	駅間計算粨程	駅間実乗粨程	制約
JR東日本	特定分岐区間〈鶴見乗継〉	武蔵小杉	浅野	0	0	250	*基149_鶴見	# 基149（鶴見～横浜）
JR東日本	特定分岐区間〈鶴見乗継〉	羽沢横浜国大	東神奈川	0	0	315	*基149_鶴見	# 基149（鶴見～横浜）
JR東日本	特定分岐区間〈鶴見乗継〉	羽沢横浜国大	川崎	0	0	421	*基149_鶴見	# 基149（鶴見～横浜, 鶴見～武蔵小杉）
JR東日本	特定分岐区間〈鶴見乗継〉	羽沢横浜国大	浅野	0	0	416	*基149_鶴見	# 基149（鶴見～横浜, 鶴見～武蔵小杉）
JR東日本	分岐駅通過〈松本経由〉	小淵沢	塩尻	0	0	750	*基151_塩尻	# 基151（塩尻～松本）
JR東日本	選択乗車〈くりこま高原経由〉	小牛田	一ノ関	0	0	595	*規157_(8),-規157_(8)	# 規157（小牛田～くりこま高原）
JR東日本	選択乗車〈新横浜経由〉	鶴見	小田原	0	0	665	*規157_(21)	# 規157（東神奈川～小田原）
JR西日本	選択乗車〈新大阪経由〉	大阪	西明石	0	0	635	*規157_(29)	# 規157（大阪～西明石）
JR東日本	列車特定区間〈成田エクスプレス〉	新宿	千葉	0	0	566	*基110_NEX	# 基110（代々木～錦糸町）
JR西日本	列車特定区間〈はまかぜ〉	尼崎	和田山	0	0	1536	*基110_はまかぜ	# 基151（尼崎～大阪）, 基110（尼崎～和田山）

## 流儀によって使用/不使用を切り替えるべき枝
#JR東日本	赤羽線	池袋	赤羽	55	55	55	:田端問題	# 田端問題否定派: 基110（赤羽～池袋）
#JR東日本	赤羽線	池袋	赤羽	55	55	113	*田端問題	# 田端問題否定派: 基110（赤羽～池袋）
JR東日本	赤羽線	池袋	赤羽	55	55	113		# 田端問題肯定派: 基110（赤羽～池袋）
#JR東日本	東北本線（尾久支線）	日暮里	赤羽	76	76	98	-規69_(2),:基149_日暮里,*尾久問題A	# 尾久問題否定派: 基149（日暮里～上野）
#JR東日本	特定分岐区間〈日暮里乗継〉	赤羽	新松戸	0	0	399	*基149_日暮里,*尾久問題B	# 尾久問題否定派: 基149（日暮里～東京）, 経路特定区間（日暮里～赤羽）
JR東日本	東北本線（尾久支線）	日暮里	赤羽	76	76	98	-規69_(2),:基149_日暮里	# 尾久問題肯定派: 基149（日暮里～上野）
JR東日本	特定分岐区間〈日暮里乗継〉	赤羽	新松戸	0	0	399	*基149_日暮里	# 尾久問題肯定派: 基149（日暮里～東京）, 経路特定区間（日暮里～赤羽）
#JR東日本	気仙沼線BRT	柳津	気仙沼	553	608	553		# BRT派
#JR東日本	大船渡線BRT	気仙沼	盛	437	481	437		# BRT派
#IGRいわて銀河鉄道	いわて銀河鉄道線	盛岡	好摩	213	213	213	*通過連絡	# IGR派
#えちごトキめき鉄道	日本海ひすいライン	直江津	糸魚川	388	388	388	*通過連絡	# IGR派
#えちごトキめき鉄道	妙高はねうまライン	直江津	上越妙高	104	104	104	*通過連絡	# IGR派
#伊勢鉄道	伊勢線	河原田	津	223	223	223	*通過連絡	# IGR派
#WILLER TRAINS	丹鉄線	福知山	西舞鶴	551	551	551	*通過連絡	# IGR派
#WILLER TRAINS	丹鉄線	西舞鶴	豊岡	836	836	836	*通過連絡	# IGR派
#WILLER TRAINS	丹鉄線	豊岡	福知山	893	893	893	*通過連絡	# IGR派
#智頭急行	智頭線	上郡	佐用	172	172	172	*通過連絡	# IGR派
#智頭急行	智頭線	佐用	智頭	389	389	389	*通過連絡	# IGR派
#智頭急行	智頭線	智頭	上郡	561	561	561	*通過連絡	# IGR派
