#事業者名	線名	駅1	駅2	駅間営業粨程	駅間計算粨程	駅間実乗粨程	制約
JR北海道	北海道新幹線	新青森	新函館北斗	1488	1488	1488	
JR北海道	函館本線	函館	新函館北斗	179	179	179	
JR北海道	函館本線	新函館北斗	長万部	944	944	1072		# 砂原線を含む
JR北海道	函館本線	長万部	桑園	1724	1724	1740		# 基151（桑園～札幌）
JR北海道	函館本線	桑園	（函）白石	74	74	0		# 基151（白石～札幌, 桑園～札幌）
JR北海道	函館本線	（函）白石	岩見沢	348	348	406		# 基151（白石～札幌）
JR北海道	函館本線	岩見沢	滝川	429	429	429	
JR北海道	函館本線	滝川	深川	231	231	231	
JR北海道	函館本線	深川	旭川	302	302	302	
JR北海道	札沼線	桑園	北海道医療大学	289	318	305		# 基151（桑園～札幌）
JR北海道	千歳線	沼ノ端	南千歳	184	184	272		# 基151（沼ノ端～苫小牧）
JR北海道	千歳線	南千歳	（函）白石	382	382	440		# 基151（白石～札幌）
JR北海道	千歳線（空港支線）	南千歳	新千歳空港	26	26	26	
JR北海道	石勝線	南千歳	（室）追分	176	176	176	
JR北海道	石勝線	（室）追分	新得	1148	1148	1148	
JR北海道	室蘭本線	長万部	東室蘭	772	772	772	
JR北海道	室蘭本線	東室蘭	苫小牧	580	580	580		# 基151（沼ノ端～苫小牧）
JR北海道	室蘭本線	苫小牧	沼ノ端	88	88	0		# 基151（沼ノ端～苫小牧）
JR北海道	室蘭本線	沼ノ端	（室）追分	268	268	356	
JR北海道	室蘭本線	（室）追分	岩見沢	402	402	402	
JR北海道	室蘭本線（室蘭支線）	東室蘭	室蘭	70	70	70	
JR北海道	日高本線	苫小牧	鵡川	305	336	305	
JR北海道	留萌本線	深川	石狩沼田	144	158	144	
JR北海道	根室本線	滝川	富良野	546	546	546	
JR北海道	根室本線	新得	東釧路	1750	1750	1721		# 基151（東釧路～釧路）
JR北海道	根室本線	東釧路	根室	1325	1325	1354		# 基151（東釧路～釧路）
JR北海道	富良野線	旭川	富良野	548	603	548	
JR北海道	宗谷本線	旭川	新旭川	37	41	0		# 基151（新旭川～旭川）
JR北海道	宗谷本線	新旭川	稚内	2557	2812	2594		# 基151（新旭川～旭川）
JR北海道	石北本線	新旭川	網走	2340	2574	2377		# 基151（新旭川～旭川）
JR北海道	釧網本線	東釧路	網走	1662	1828	1691		# 基151（東釧路～釧路）

## 本州
-	-	新青森	本州	100000	100000	100000	
